image_id,width,height,xmin,ymin,xmax,ymax,label
01_014_01014005_161075653660865_1,4128,3096,868,409,2775,1909,비빔밥
09_091_09011002_160938232880494_0,4032,3024,741,91,3376,2731,갈치조림
01_011_01011001_160377855326039_0,2160,2160,467,545,1674,1728,쌀밥
10_102_10012002_160586145870722_1,3024,4032,104,505,3024,3520,치킨
01_011_01011001_160453816683823_1,2911,3464,771,776,2237,1637,쌀밥
01_011_01011001_160458192184526_1,2764,1960,535,408,2229,1504,쌀밥
06_062_06012004_160765012230012_1,852,960,63,30,755,755,떡갈비
01_011_01011001_160413445046166_0,3024,3024,536,720,2387,2411,쌀밥
02_021_02011027_160878007224991_1,3480,4640,549,363,3712,2444,짜장면
01_014_01014001_160714630878153_0,3456,4608,298,878,3045,3373,김치볶음밥
10_102_10012002_160691089392609_0,960,960,23,9,930,960,치킨
01_012_01012001_160393568460414_1,3024,4032,460,956,2592,2300,잡곡밥
04_042_04012008_160406179678194_1,1128,1504,97,292,1049,1141,시레기된장국
02_021_02011034_160689893630067_1,774,616,91,132,595,516,크림파스타
02_021_02011034_160906786553990_0,4000,3000,931,439,3434,2683,크림파스타
01_012_01012001_160458826837302_1,686,1440,120,429,686,693,잡곡밥
04_042_04012008_161002634029268_0,3024,3024,403,457,2235,2224,시레기된장국
01_014_01014001_160742322689635_1,4032,3024,865,187,3081,2014,김치볶음밥
10_102_10012003_160617108618697_0,4032,3024,1391,709,2976,2338,돈까스
10_102_10012002_160707928767254_1,720,960,146,234,659,629,치킨
08_084_08014001_160439728541004_0,4032,3024,239,338,3783,2923,떡볶이
02_021_02011034_160812651698682_0,2653,3467,118,499,2331,2859,크림파스타
01_014_01014001_160707680898395_0,3024,4032,452,960,2508,3221,김치볶음밥
02_021_02011034_160976200987574_1,720,960,122,316,637,682,크림파스타
01_014_01014005_161079490746296_0,2616,5664,149,1638,2347,3676,비빔밥
01_011_01011001_160445759321672_1,3024,3024,659,379,2547,2421,쌀밥
04_042_04012008_160880627726703_0,3024,4032,468,1289,2516,3344,시레기된장국
10_102_10012003_160739886537612_0,3024,4032,1284,1316,2621,3157,돈까스
01_012_01012001_160420734881484_0,3363,2839,630,330,2703,2438,잡곡밥
02_021_02011034_160869512350186_0,3024,4032,431,647,2323,3570,크림파스타
09_091_09011002_161093671474026_0,3024,3024,549,1084,2606,2138,갈치조림
10_102_10012002_160748471482368_0,4656,3492,899,733,3147,2568,치킨
01_011_01011001_160430385117302_1,3024,4032,820,1418,2228,2619,쌀밥
01_011_01011001_160284114444796,1440,1080,0,0,1440,1080,쌀밥
10_102_10012002_160769641477946_1,3456,3456,716,482,2557,2450,치킨
02_021_02011034_160838400085227_1,4085,2595,875,293,3109,1864,크림파스타
09_091_09011002_161101873071265_0,3024,3024,626,1100,2404,2096,갈치조림
01_011_01011001_160394872315800_1,3024,3024,530,736,2427,2198,쌀밥
01_014_01014001_160611818785779_0,3024,4032,203,558,2658,3348,김치볶음밥
04_042_04012008_160942876154861_0,2268,2119,420,411,1769,1771,시레기된장국
02_021_02011027_161076837755823_1,4032,3024,403,662,3345,2155,짜장면
09_091_09011002_160696028765369_0,2160,2880,308,808,1847,2250,갈치조림
10_102_10012003_160280197332200,4032,3024,41,647,3980,2890,돈까스
10_102_10012002_160675637344975_0,3024,4032,396,576,2849,3214,치킨
08_084_08014001_160626293163295_1,3024,4032,528,732,2427,2054,떡볶이
01_011_01011001_160428674792435_0,1080,1920,112,598,809,1289,쌀밥
08_084_08014001_160577398222776_0,3024,4032,604,1384,2182,2938,떡볶이
02_021_02011034_160777783716598_0,2660,3719,287,639,2373,2986,크림파스타
09_091_09011002_160976140259873_0,3024,4032,448,1064,2359,3016,갈치조림
04_042_04012008_160613669668014_1,2524,1960,495,376,2047,1515,시레기된장국
09_091_09011002_161139351236675_1,4128,3096,736,453,3567,2064,갈치조림
08_084_08014001_160561916826136_0,4032,1960,1535,527,2581,1601,떡볶이
01_014_01014001_160665785965169_0,3456,4608,128,915,2659,3762,김치볶음밥
06_062_06012004_160731128253786_1,3024,4032,389,647,2665,2135,떡갈비
02_021_02011027_160723499215617_1,3024,3024,658,1166,2248,2103,짜장면
02_021_02011027_160516511932715_1,4032,3024,917,745,3041,2132,짜장면
04_042_04012008_161019167731330_0,960,960,242,164,811,788,시레기된장국
01_014_01014001_160722644925776_0,3024,4032,0,583,3024,3918,김치볶음밥
10_102_10012002_160769718242300_1,3456,3456,680,610,2697,2408,치킨
02_021_02011034_160890962032703_0,2160,2160,335,303,1877,1765,크림파스타
02_021_02011027_160401933474647_1,3840,2160,584,16,3079,1999,짜장면
10_102_10012003_160610845622338_1,4032,3024,1328,717,2828,2650,돈까스
01_011_01011001_160371142037690_1,4000,3000,959,415,3107,1882,쌀밥
08_084_08014001_160561367323994_0,3024,4032,322,935,2637,3138,떡볶이
02_021_02011027_160880241098960_0,2272,3217,467,920,2382,2280,짜장면
04_042_04012008_161002629631109_1,3024,3024,468,658,2348,2081,시레기된장국
02_021_02011027_160627562855526_1,960,720,175,90,729,517,짜장면
01_014_01014001_160568443824709_1,1136,1136,107,93,1136,931,김치볶음밥
01_011_01011001_160343261012692_1,3024,3024,355,912,2504,2059,쌀밥
08_084_08014001_160379810189677_1,1303,1438,68,117,1017,1207,떡볶이
06_062_06012004_160836961651786_0,720,960,219,350,494,709,떡갈비
01_011_01011001_160412024199642_0,2328,4656,0,1185,2194,3358,쌀밥
10_102_10012003_160546228592668_1,4032,2268,494,708,2444,2178,돈까스
06_062_06012004_160345034362979_1,3024,4032,367,1131,2707,2695,떡갈비
10_102_10012003_160657510723633_1,3456,3456,728,433,2514,1902,돈까스
08_084_08014001_160558245411243_1,4032,3024,231,642,3796,2338,떡볶이
04_042_04012008_160483878644368_0,3120,4160,525,1053,2154,2691,시레기된장국
09_091_09011002_161148833764964_0,3096,4128,569,1270,2433,3158,갈치조림
08_084_08014001_160534632462568_1,4032,3024,360,621,3672,2464,떡볶이
01_011_01011001_160385977536204_0,2268,4032,264,592,1940,2233,쌀밥
09_091_09011002_160679238417758_0,4248,5664,828,2226,3294,4838,갈치조림
08_084_08014001_160500020250284_1,960,720,195,203,728,416,떡볶이
08_084_08014001_160629396077852_0,3024,3024,467,688,2483,2709,떡볶이
02_021_02011027_160628521812535_1,4032,3024,101,0,3893,3024,짜장면
06_062_06012004_160765468616999_1,3024,3024,664,720,2327,1986,떡갈비
01_014_01014005_161060640078032_1,3264,2448,827,340,2719,1572,비빔밥
06_062_06012004_160550553232383_0,4032,3024,1093,315,3371,2261,떡갈비
01_014_01014005_161072102568462_1,2560,1440,755,318,1735,1270,비빔밥
06_062_06012004_160660844660822_1,3024,4032,476,917,2872,2490,떡갈비
08_084_08014001_160614526121136_1,1280,960,243,192,1080,813,떡볶이
10_102_10012003_160667272970095_1,3024,4032,81,435,2903,2767,돈까스
10_102_10012003_160715487887291_1,4000,3000,317,666,3623,2189,돈까스
10_102_10012003_160605150046457_1,4160,2080,996,655,3081,1685,돈까스
02_021_02011034_160881722940959_0,2970,3024,335,349,2742,2667,크림파스타
02_021_02011027_160873806215884_0,2833,2729,143,615,2674,2526,짜장면
09_091_09011002_160540668073141_0,4032,3024,922,530,2998,2633,갈치조림
06_062_06012004_160533972147651_1,4032,3024,504,302,3759,2437,떡갈비
02_021_02011027_160482204212188_1,3024,3024,302,581,2704,2461,짜장면
09_091_09011002_161148780219653_0,3096,4128,659,1144,2637,3391,갈치조림
01_014_01014001_160388111867789_0,720,960,190,215,637,710,김치볶음밥
01_014_01014001_160766990191602_0,3024,3024,483,480,2728,2608,김치볶음밥
01_011_01011001_160281326642870,3000,4000,555,1213,2572,3146,쌀밥
01_014_01014005_161060679780992_0,3024,4032,465,1295,2535,3088,비빔밥
01_011_01011001_160394836570665_1,3024,3024,223,558,2745,2382,쌀밥
01_014_01014005_161063346163347_0,2992,2992,504,628,2609,2649,비빔밥
01_014_01014005_161067427212382_1,4128,3096,1113,547,2915,2193,비빔밥
01_011_01011001_160275884588738,3024,4032,566,1173,2372,2219,쌀밥
01_014_01014005_161079972576013_1,4624,3468,1168,581,3664,2661,비빔밥
02_021_02011027_160353821495583_1,3024,4032,590,1614,2367,2790,짜장면
04_042_04012008_160993155490144_1,3024,3024,427,682,2380,2045,시레기된장국
02_021_02011027_160440088742625_0,3024,4032,268,512,2948,3342,짜장면
02_021_02011034_160718063367185_1,2688,1822,675,387,2073,1368,크림파스타
01_012_01012001_160394599590185_1,2848,2136,143,67,2370,1174,잡곡밥
04_042_04012008_161009439556084_1,3024,4032,384,1225,2621,2845,시레기된장국
01_014_01014005_161067094774827_1,4128,3096,1174,650,3112,2288,비빔밥
09_091_09011002_161096639880085_1,3024,4032,662,1545,2190,2932,갈치조림
08_084_08014001_160325368915801_1,3024,3024,0,229,2749,2613,떡볶이
10_102_10012003_160289771810330_1,3024,4032,310,981,2984,2460,돈까스
02_021_02011027_160965339899860_1,3088,3088,528,866,2529,2289,짜장면
02_021_02011027_160733417293904_0,4032,3024,1146,502,3199,2472,짜장면
10_102_10012002_160714450126209_1,4032,3024,421,500,3985,2812,치킨
01_014_01014001_160500458775792_1,2966,2721,669,680,2380,1475,김치볶음밥
01_014_01014001_160549978987846_0,3831,3013,804,406,3344,2746,김치볶음밥
06_062_06012004_160836939823222_1,960,720,263,36,762,329,떡갈비
10_102_10012002_160656587428328_1,4032,3024,1019,720,2843,2389,치킨
01_014_01014001_160498024791519_0,4624,3468,1463,846,3171,2578,김치볶음밥
06_062_06012004_160680587578878_0,2212,2163,328,423,2079,1736,떡갈비
10_102_10012003_160533030215263_0,4032,3024,504,67,2691,2723,돈까스
09_091_09011002_161175364890527_1,4032,3024,788,464,3270,1608,갈치조림
10_102_10012003_160533124345070_0,3024,4032,255,833,2821,3444,돈까스
06_062_06012004_160845512686237_1,4032,3024,779,1056,2939,1957,떡갈비
10_102_10012002_160497313851652_1,4032,3024,53,336,3595,2651,치킨
01_012_01012001_160456969256906_1,3000,4000,484,811,2241,2025,잡곡밥
04_042_04012008_160561237443132_1,1440,1080,124,190,1187,930,시레기된장국
08_084_08014001_160576345458048_1,1576,1230,82,79,1460,951,떡볶이
01_012_01012001_160293291382034_0,3024,4032,388,1116,2820,2709,잡곡밥
02_021_02011034_160567265839315_0,3024,4032,595,1138,2903,3107,크림파스타
01_011_01011001_160291651681289_1,2880,2160,16,278,2626,2160,쌀밥
02_021_02011034_160722049769576_0,3000,3000,426,581,2590,2341,크림파스타
02_021_02011034_160491480396159_1,4032,3024,286,83,724,476,크림파스타
10_102_10012003_160748427084496_0,3024,4032,396,434,2877,3470,돈까스
10_102_10012002_160680829248128_0,960,960,257,215,748,701,치킨
09_091_09011002_160276057785778,3024,4032,418,945,2739,3229,갈치조림
01_011_01011001_160404019656864_0,3024,4032,516,761,2764,3036,쌀밥
09_091_09011002_161154039036916_0,3024,4032,370,909,2343,2688,갈치조림
01_012_01012001_160587143439642_0,3024,4032,652,1164,2331,2779,잡곡밥
10_102_10012002_160405439589000_1,2988,3984,25,1546,2956,3583,치킨
10_102_10012003_160396851781202_1,3264,2448,1477,0,3035,2448,돈까스
02_021_02011027_160879332157233_0,3024,4032,85,115,587,593,짜장면
08_084_08014001_160542743314434_1,2291,2183,308,399,1870,1478,떡볶이
01_011_01011001_160393393727190_0,4032,3024,761,223,3310,2695,쌀밥
10_102_10012003_160638897729814_1,1080,1440,110,367,933,922,돈까스
09_091_09011002_161070773786366_0,1855,1816,195,204,1621,1614,갈치조림
01_014_01014001_160689492141182_1,4608,3456,1018,439,3614,2432,김치볶음밥
01_011_01011001_160464710659848_0,1000,1334,142,281,956,1098,쌀밥
02_021_02011027_160878007224991_0,3480,4640,188,162,804,752,짜장면
01_012_01012001_160578757233862_0,4608,3456,1029,687,3406,3064,잡곡밥
10_102_10012002_160726431152126_1,4032,3024,466,111,3611,2777,치킨
09_091_09011002_161001692829764_0,3024,4032,556,1143,2157,2944,갈치조림
02_021_02011034_160690518097211_0,4032,3024,646,403,3463,2674,크림파스타
01_012_01012001_160440530172994_0,3024,4032,196,1273,2557,3577,잡곡밥
01_014_01014005_161068001883871_1,3024,4032,717,969,2600,2012,비빔밥
04_042_04012008_160559131264964_0,3024,3024,547,576,2557,2587,시레기된장국
06_062_06012004_160822551765895_1,3024,3024,840,1061,2067,2235,떡갈비
08_084_08014001_160507518332459_0,2880,2160,741,267,2181,1741,떡볶이
02_021_02011027_161010510658778_0,3024,4032,650,1126,2492,3092,짜장면
10_102_10012002_160700344926509_1,3024,4032,311,680,2697,1736,치킨
01_014_01014005_161061337076927_1,2448,3264,435,837,2059,1998,비빔밥
02_021_02011034_160951016759664_1,4032,2268,666,440,3114,1714,크림파스타
01_011_01011001_160284115378727,1440,1080,0,0,1440,1053,쌀밥
01_011_01011001_160318612869998_0,2268,4032,182,989,2012,3314,쌀밥
10_102_10012002_160439464169492_1,3024,4032,460,1379,2675,2480,치킨
01_012_01012001_160465267857523_1,4032,3024,389,720,2656,2299,잡곡밥
06_062_06012004_160843746486888_1,4032,3024,1227,699,3744,2203,떡갈비
10_102_10012003_160403507968517_0,3024,4032,344,1629,2204,3139,돈까스
02_021_02011034_160768299869532_0,4032,2268,1464,314,2905,1802,크림파스타
04_042_04012008_160472270424132_1,3492,4044,491,1134,2973,2810,시레기된장국
06_062_06012004_160836949511909_0,960,720,334,197,723,490,떡갈비
01_011_01011001_160309986349281_1,4032,3024,830,528,3267,2656,쌀밥
08_084_08014001_160396804086835_0,3480,4640,594,1228,2918,3470,떡볶이
01_012_01012001_160449752150144_1,3024,4032,121,1059,2943,2617,잡곡밥
02_021_02011034_160912518173789_1,3024,3024,215,510,2855,1878,크림파스타
01_014_01014005_161058707637327_1,4032,1908,1033,315,2977,1415,비빔밥
10_102_10012002_160445214687661_0,4032,3024,59,933,4032,2976,치킨
01_011_01011001_160420708195211_0,5664,4248,1079,390,4330,3843,쌀밥
02_021_02011034_160484942141781_0,3292,2648,376,283,2902,1876,크림파스타
01_012_01012001_160466190786198_0,4656,3492,1620,930,3301,2617,잡곡밥
01_011_01011001_160428457539737_0,3024,3024,39,290,2918,2784,쌀밥
01_012_01012001_160542322836678_0,3024,4032,597,1272,2401,3110,잡곡밥
01_012_01012001_160489562455513_1,4032,2268,1455,834,3357,1842,잡곡밥
02_021_02011034_160933365614917_1,4128,3096,1413,832,3347,2059,크림파스타
09_091_09011002_160842515569992_1,4248,5664,876,2553,3043,4582,갈치조림
02_021_02011027_161120148355836_0,3024,4032,382,832,2570,3019,짜장면
01_011_01011001_160455234783923_0,3024,3024,787,773,2339,2411,쌀밥
01_011_01011001_160377030635764_0,3024,3024,134,201,2745,2784,쌀밥
09_091_09011002_161156827131596_0,4032,3024,1332,525,2977,2346,갈치조림
04_042_04012008_161016113858882_1,4248,5664,634,1914,3195,4624,시레기된장국
10_102_10012003_160584832583727_0,4032,3024,1275,688,3200,2299,돈까스
06_062_06012004_160880916811389_0,3024,3024,866,425,2401,2343,떡갈비
01_012_01012001_160446974459398_0,4128,3096,103,0,3806,3096,잡곡밥
01_012_01012001_160566445541422_1,960,960,180,232,760,529,잡곡밥
09_091_09011002_161175362350675_0,3024,4032,448,1119,2561,2937,갈치조림
01_014_01014005_161076395573478_0,3096,4128,376,1067,2729,3428,비빔밥
01_011_01011001_160399217338543_1,3024,3024,381,400,2643,2309,쌀밥
06_062_06012004_160560066543226_1,3024,4032,727,1507,2316,3033,떡갈비
10_102_10012003_160741719185436_0,1765,1751,314,244,1197,982,돈까스
10_102_10012003_160715514045523_0,4000,3000,1274,851,2761,2274,돈까스
06_062_06012004_160944845323964_1,3024,3024,157,597,2307,2251,떡갈비
10_102_10012002_160772969191876_0,3456,4608,712,813,2906,3608,치킨
01_014_01014001_160654623369140_1,1080,820,133,171,926,530,김치볶음밥
10_102_10012002_160640196436798_0,4032,3024,1101,351,3288,2734,치킨
04_042_04012008_160794426166876_0,4032,3024,1094,561,2982,2476,시레기된장국
01_011_01011001_160412143711482_1,2560,1440,863,187,1760,905,쌀밥
08_084_08014001_160486147590820_0,1779,1779,268,372,1380,1390,떡볶이
01_014_01014005_161061161951661_1,4128,3096,653,353,3487,1950,비빔밥
01_014_01014005_161061286940659_0,3096,4128,452,1100,2610,3215,비빔밥
09_091_09011002_161007252796465_1,960,720,302,143,813,452,갈치조림
04_042_04012008_161002649289234_1,3024,3024,445,765,2461,2348,시레기된장국
02_021_02011034_160955980354003_0,4248,5664,836,1248,3761,3755,크림파스타
02_021_02011027_160612848549122_0,2996,3562,468,666,2503,2689,짜장면
09_091_09011002_160544115190098_0,3024,4032,740,1209,2075,2432,갈치조림
01_014_01014005_161068015955616_1,3024,4032,424,871,2519,2208,비빔밥
10_102_10012003_160448134139870_0,3024,4032,595,740,2138,3207,돈까스
01_011_01011001_160430256116996_0,2167,2826,140,626,1939,2352,쌀밥
02_021_02011027_160753115894168_1,960,720,257,96,796,635,짜장면
01_011_01011001_160371948571738_0,3024,3024,720,519,2466,2460,쌀밥
10_102_10012002_160524189921801_1,4032,3024,459,256,3344,2757,치킨
10_102_10012003_160448514556743_0,4032,3024,832,640,2827,2363,돈까스
02_021_02011034_160863896989841_0,4000,3000,1141,653,3035,2259,크림파스타
09_091_09011002_161007015861998_1,960,720,405,154,767,475,갈치조림
01_014_01014001_160749799772176_0,720,961,203,383,508,669,김치볶음밥
04_042_04012008_160793221953894_1,540,960,119,438,417,588,시레기된장국
02_021_02011027_161110765231495_1,4032,3024,719,706,3051,1904,짜장면
08_084_08014001_160621471568332_0,3024,4032,231,838,2429,3083,떡볶이
10_102_10012003_160532624041078_1,960,540,154,133,571,401,돈까스
01_012_01012001_160482536087989_0,4000,3000,1354,603,2730,1958,잡곡밥
01_012_01012001_160467363053773_1,4032,2268,1146,271,2710,1270,잡곡밥
06_062_06012004_160713086953951_0,960,720,260,217,774,501,떡갈비
01_014_01014001_160423928589579_0,2091,2087,243,287,1962,1844,김치볶음밥
01_012_01012001_160461800192143_1,4160,3120,787,875,3313,2966,잡곡밥
10_102_10012003_160464097042622_0,3024,4032,573,306,1910,3271,돈까스
01_014_01014001_160301166453095_0,3024,4032,253,1024,2828,3527,김치볶음밥
01_014_01014001_160750835644466_1,4032,3024,673,358,3480,2433,김치볶음밥
02_021_02011034_160821449170752_0,2477,3266,404,448,2147,2585,크림파스타
01_014_01014001_160618815644297_0,2346,1908,472,577,1666,1679,김치볶음밥
01_012_01012001_160569236092720_1,2268,2092,504,486,1719,1435,잡곡밥
02_021_02011034_160551022473217_0,3024,4032,334,909,2353,3009,크림파스타
04_042_04012008_161017142334037_0,960,960,159,163,724,827,시레기된장국
02_021_02011027_160726464853357_1,3024,4032,2,915,2494,3214,짜장면
08_084_08014001_160367924428839_1,3024,4032,210,298,2725,2924,떡볶이
09_091_09011002_161146632555015_0,2160,2880,344,979,1873,2336,갈치조림
02_021_02011034_160888612820787_0,3024,3024,637,549,2387,2224,크림파스타
01_014_01014001_160500525810398_0,3024,3024,947,884,2306,2187,김치볶음밥
01_012_01012001_160418490493112_0,3024,4032,360,747,2707,3186,잡곡밥
01_011_01011001_160437255157175_0,2268,4032,473,1308,2016,2809,쌀밥
08_084_08014001_160584404975720_1,3024,3024,531,976,2653,2507,떡볶이
02_021_02011027_160507394940596_1,4032,2268,1293,202,3442,2071,짜장면
04_042_04012008_160880644617195_0,3024,4032,461,949,2461,2846,시레기된장국
09_091_09011002_161148708943596_1,720,960,76,299,618,678,갈치조림
09_091_09011002_160854994790920_0,3024,4032,634,1320,2287,3115,갈치조림
06_062_06012004_160440707581602_1,4656,3492,685,329,3894,2332,떡갈비
01_012_01012001_160569548857963_1,3024,3024,258,866,2628,2213,잡곡밥
01_011_01011001_160323918153247_0,3468,4624,307,1158,3161,4069,쌀밥
10_102_10012002_160413962459960_0,3024,4032,260,654,1910,2980,치킨
04_042_04012008_161002663196730_0,3024,3024,569,492,2330,2146,시레기된장국
01_014_01014005_161054495880554_0,3024,4032,684,945,2374,2568,비빔밥
06_062_06012004_160921742731112_1,2992,2283,520,474,2430,1570,떡갈비
09_091_09011002_160778306319920_0,2448,3264,64,561,2411,2951,갈치조림
01_014_01014005_161055437835957_0,3024,4032,324,1180,2515,3150,비빔밥
01_014_01014005_161077559054967_1,4032,3024,980,675,3217,2338,비빔밥
10_102_10012003_160406022841454_1,1440,1080,345,578,855,837,돈까스
02_021_02011027_161033085559439_1,3024,4032,418,1239,2669,2938,짜장면
04_042_04012008_160359576396761_1,4032,2268,856,666,3043,2021,시레기된장국
02_021_02011027_160389667599614_1,3024,4032,568,1338,2405,2837,짜장면
10_102_10012003_160622005480800_0,3456,4608,130,740,3199,3630,돈까스
01_012_01012001_160575294125283_1,4032,2268,1085,369,2639,1529,잡곡밥
01_012_01012001_160544799638472_1,4032,3024,298,463,3818,2288,잡곡밥
02_021_02011027_160835653550947_0,3024,3024,184,560,1608,2736,짜장면
10_102_10012003_160613765536342_0,3024,4032,310,972,2896,2704,돈까스
04_042_04012008_160392681724271_1,3024,4032,570,1454,2427,2551,시레기된장국
10_102_10012002_160752384050202_1,4032,3024,523,165,3445,2299,치킨
09_091_09011002_161154043039640_0,3024,4032,785,1077,2468,2733,갈치조림
02_021_02011027_160861210535838_0,3000,3000,441,947,2524,2294,짜장면
09_091_09011002_161006775590128_1,960,720,378,109,776,528,갈치조림
01_014_01014001_160412693418071_1,3024,2226,578,236,2768,1441,김치볶음밥
01_011_01011001_160293008923867_1,4032,3024,471,136,3657,2454,쌀밥
10_102_10012002_160643158088134_1,3492,4656,431,1192,2754,2208,치킨
04_042_04012008_161046841889744_0,3024,3024,745,712,2244,2196,시레기된장국
10_102_10012003_160679312466962_0,3024,4032,175,57,2650,3932,돈까스
08_084_08014001_160396804086835_1,4640,3480,872,522,3836,2768,떡볶이
09_091_09011002_161027203925121_0,4032,3024,981,480,2833,2626,갈치조림
01_014_01014001_160611558539195_1,4032,3024,967,458,3193,2053,김치볶음밥
04_042_04012008_161027760730904_1,4032,3024,864,939,3179,2752,시레기된장국
02_021_02011027_160878803289012_0,2992,2992,296,346,2695,2678,짜장면
08_084_08014001_160618621556944_1,4032,3024,546,504,3593,2982,떡볶이
10_102_10012002_160463998165956_1,4000,3000,1386,735,2513,1624,치킨
01_011_01011001_160406432519457_1,3024,3024,381,469,2403,2021,쌀밥
09_091_09011002_161007155244434_0,960,720,336,280,639,536,갈치조림
08_084_08014001_160465837719903_1,3024,3024,659,880,2477,2384,떡볶이
10_102_10012002_160769728340314_0,3456,3456,570,311,2478,2590,치킨
01_014_01014005_161061085013672_0,2448,3264,334,639,2114,2405,비빔밥
02_021_02011027_160584052732328_1,4032,3024,872,474,3628,2739,짜장면
01_011_01011001_160436634512025_0,3024,3126,553,673,2416,2525,쌀밥
09_091_09011002_160517659566305_1,4032,3024,1051,764,2769,2204,갈치조림
10_102_10012003_160524394159813_1,4032,3024,597,144,2699,2341,돈까스
02_021_02011034_160803961599823_0,3024,3024,275,448,2573,2576,크림파스타
08_084_08014001_160629340222172_1,3518,2727,258,96,3120,2453,떡볶이
01_014_01014005_161072641261002_1,2560,1440,649,226,1820,1221,비빔밥
01_012_01012001_160483823091571_0,3024,3024,632,533,2333,2421,잡곡밥
02_021_02011034_160976254532845_0,720,960,125,231,606,724,크림파스타
01_014_01014005_161063791462362_1,3024,4032,391,1840,2357,3045,비빔밥
02_021_02011027_160424050528833_0,3024,2794,517,586,2419,2548,짜장면
01_011_01011001_160317442741156_0,3120,4160,310,1431,2532,3493,쌀밥
02_021_02011034_160610081029852_0,2988,5312,585,1602,2590,3672,크림파스타
10_102_10012002_160377853582063_1,960,960,46,56,960,723,치킨
01_014_01014005_161080263547193_1,4624,3468,892,537,3490,2537,비빔밥
02_021_02011027_160604668121317_0,1440,1440,162,163,1359,1209,짜장면
10_102_10012002_160343724131932_0,3000,4000,1109,1292,1751,2443,치킨
01_014_01014001_160392857590597_1,3024,3024,461,683,2528,2305,김치볶음밥
06_062_06012004_160791595989748_1,4032,3024,820,545,2602,1802,떡갈비
10_102_10012002_160743779792549_0,4032,3024,1371,336,3125,2373,치킨
10_102_10012002_160769718242300_0,3456,3456,789,725,2630,2481,치킨
01_012_01012001_160553068440319_1,3172,2042,640,478,2336,1458,잡곡밥
01_014_01014001_160721484946508_1,4656,3492,653,339,3825,2765,김치볶음밥
01_012_01012001_160325945962385_1,4032,3024,976,1184,2891,2608,잡곡밥
01_014_01014005_161079313748317_0,3024,4032,529,1144,2396,2739,비빔밥
08_084_08014001_160638578472109_1,4032,3024,763,581,3232,2384,떡볶이
08_084_08014001_160403252261539_1,960,720,136,120,807,476,떡볶이
01_012_01012001_160531606711809_0,3024,4032,303,1102,2643,3292,잡곡밥
01_012_01012001_160483934019079_1,5312,2988,1616,664,4278,2606,잡곡밥
09_091_09011002_160463494297724_1,720,960,104,320,621,787,갈치조림
09_091_09011002_161072315673769_0,3024,4032,588,1033,2670,3061,갈치조림
01_011_01011001_160465243547942_1,3024,2400,784,414,2386,1423,쌀밥
09_091_09011002_161006758789185_0,720,960,232,473,546,692,갈치조림
08_084_08014001_160484688478235_0,1811,1759,0,58,1811,1688,떡볶이
10_102_10012003_160431790244343_0,4032,3024,731,816,2320,2576,돈까스
01_012_01012001_160532976138191_1,3000,4000,54,741,2876,2533,잡곡밥
01_014_01014001_160714630878153_1,3456,4608,168,1057,3427,3048,김치볶음밥
06_062_06012004_160575851256556_0,3024,4032,601,1198,2265,2738,떡갈비
10_102_10012002_160651775571502_1,4608,3456,677,1207,3822,2981,치킨
01_014_01014005_161077282011688_0,2268,4032,494,1444,1788,2624,비빔밥
01_012_01012001_160569691147052_0,3024,4032,307,915,2781,3120,잡곡밥
08_084_08014001_160620977155180_0,3024,4032,231,893,2682,3368,떡볶이
01_011_01011001_160463569392975_1,1276,1276,0,229,1168,1106,쌀밥
08_084_08014001_160619669182349_0,4032,3024,1121,800,3481,2585,떡볶이
02_021_02011027_160792995878455_1,4032,3024,878,435,3227,2382,짜장면
10_102_10012002_160772881548257_0,3456,4608,867,1788,3028,3730,치킨
01_012_01012001_160492431334242_0,3024,4032,563,1210,2453,3162,잡곡밥
10_102_10012003_160690755549914_1,960,540,272,29,636,383,돈까스
08_084_08014001_160549292471730_0,3024,4032,532,1067,2477,3044,떡볶이
08_084_08014001_160604336461228_1,4032,2268,694,0,3571,2116,떡볶이
02_021_02011027_160561093716265_0,2338,2393,257,114,2098,2089,짜장면
06_062_06012004_160698509585399_0,3024,4032,560,766,2524,3392,떡갈비
08_084_08014001_160613165980358_1,3420,1588,472,252,3178,1437,떡볶이
01_012_01012001_160569656950869_1,3024,3024,601,651,2412,2105,잡곡밥
06_062_06012004_160824686324714_1,3024,4032,659,1308,2166,2588,떡갈비
01_014_01014005_161062022042099_0,3492,3492,819,645,2890,2612,비빔밥
08_084_08014001_160603588234919_1,3024,3024,0,208,2877,2741,떡볶이
01_014_01014005_161067044219219_1,4128,3096,1245,633,3085,2080,비빔밥
02_021_02011034_160794971988908_1,4032,2268,647,93,3428,1895,크림파스타
08_084_08014001_160578156566993_0,2268,4032,226,945,2086,2775,떡볶이
06_062_06012004_160301159498205_1,4032,2268,1536,625,2610,1372,떡갈비
10_102_10012003_160653922256197_1,4128,3096,928,754,3134,2239,돈까스
06_062_06012004_160687203395873_1,3024,3024,173,677,2899,1611,떡갈비
01_014_01014001_160612935619192_0,4032,2268,737,402,2991,1952,김치볶음밥
01_011_01011001_160346105719472_1,1519,1075,248,99,1326,840,쌀밥
04_042_04012008_160931716767617_0,4248,5664,636,1828,3203,4425,시레기된장국
02_021_02011027_160843290193008_1,1170,901,223,111,991,758,짜장면
08_084_08014001_160575502588385_1,4624,3468,847,557,3873,2899,떡볶이
